NAMESPACE                   NAME                                                                  READY   STATUS                        RESTARTS          AGE
services                    deployment.apps/vaultwarden                                        0/0     0            0           6h35m
test                        deployment.apps/farmos                                             1/1     1            1           17d
tools                       deployment.apps/changedetection                                    0/0     0            0           8d
tools                       deployment.apps/headlamp                                           1/1     1            1           8d
tools                       deployment.apps/homepage                                           0/0     0            0           8d
tools                       deployment.apps/it-tools                                           1/1     1            1           8d
tools                       deployment.apps/linkwarden                                         0/0     0            0           2d9h
tools                       deployment.apps/netbox                                             0/0     0            0           8d
tools                       deployment.apps/nocodb                                             0/0     0            0           2d9h
tools                       deployment.apps/reloader-reloader                                  1/1     1            1           8d
tools                       deployment.apps/stirling-pdf-stirling-pdf-chart                    1/1     1            1           8d
traefik                     deployment.apps/traefik                                            1/1     1            1           25d
vpa                         deployment.apps/vpa-vertical-pod-autoscaler-admission-controller   1/1     1            1           19d
vpa                         deployment.apps/vpa-vertical-pod-autoscaler-recommender            1/1     1            1           19d
vpa                         deployment.apps/vpa-vertical-pod-autoscaler-updater                1/1     1            1           19d
whoami                      deployment.apps/whoami                                             1/1     1            1           2d9h

NAMESPACE                   NAME                                                                          DESIRED   CURRENT   READY   AGE
99-test                     replicaset.apps/vikunja-84b49d6847                                            0         0         0       2d9h
argocd                      replicaset.apps/argocd-applicationset-controller-5c6f7799bf                   1         1         1       26d
argocd                      replicaset.apps/argocd-notifications-controller-54cb8fd75f                    1         1         1       26d
argocd                      replicaset.apps/argocd-redis-78dfcb5c4c                                       1         1         1       26d
argocd                      replicaset.apps/argocd-repo-server-57b6d798f7                                 0         0         0       18d
argocd                      replicaset.apps/argocd-repo-server-5cfd578f5f                                 0         0         0       26d
argocd                      replicaset.apps/argocd-repo-server-5dc4756b77                                 1         1         1       8d
argocd                      replicaset.apps/argocd-server-77f7969c77                                      1         1         1       26d
auth                        replicaset.apps/authentik-server-559dcfb6b                                    1         1         1       6h35m
auth                        replicaset.apps/authentik-worker-698b999457                                   1         1         1       6h35m
birdnet-go                  replicaset.apps/birdnet-go-7fbc48db8f                                         0         0         0       2d9h
cert-manager                replicaset.apps/cert-manager-cainjector-6c4898ccb                             1         1         1       24d
cert-manager                replicaset.apps/cert-manager-f6d65cdcc                                        1         1         1       24d
cert-manager                replicaset.apps/cert-manager-webhook-59c8dc495c                               1         1         1       24d
cert-manager                replicaset.apps/cert-manager-webhook-gandi-578b6b6c47                         1         1         1       24d
cnpg-system                 replicaset.apps/cloudnative-pg-7f6f8879b7                                     0         0         0       25d
cnpg-system                 replicaset.apps/cloudnative-pg-9467b5c95                                      1         1         1       19d
databases                   replicaset.apps/redis-shared-7494588cf8                                       1         1         1       7d14h
default                     replicaset.apps/netbird-relay-679fff7b4b                                      1         1         0       3d11h
default                     replicaset.apps/netbird-signal-58c498d6f                                      1         1         1       3d11h
downloads                   replicaset.apps/pyload-86f6d4c6f5                                             0         0         0       7h6m
homeassistant               replicaset.apps/homeassistant-5854c8b4b9                                      0         0         0       2d2h
homeassistant               replicaset.apps/homeassistant-657688fcb6                                      0         0         0       8d
homeassistant               replicaset.apps/homeassistant-67dc9bb84                                       0         0         0       7d13h
homeassistant               replicaset.apps/homeassistant-7cb6d476d6                                      0         0         0       8d
homeassistant               replicaset.apps/homeassistant-7f78c886d9                                      0         0         0       7d20h
homeassistant               replicaset.apps/homeassistant-8494d4d955                                      0         0         0       3d8h
homeassistant               replicaset.apps/homeassistant-84bd48b6bd                                      0         0         0       7d7h
homeassistant               replicaset.apps/homeassistant-85d457b649                                      0         0         0       33h
homeassistant               replicaset.apps/homeassistant-d9874d947                                       0         0         0       8d
infisical-operator-system   replicaset.apps/infisical-opera-controller-manager-886ffb89f                  1         1         1       26d
kube-system                 replicaset.apps/cilium-operator-f6c85d9b8                                     1         1         1       26d
kube-system                 replicaset.apps/coredns-5c6c88fddd                                            0         0         0       26d
kube-system                 replicaset.apps/coredns-6b44d4d45b                                            2         2         2       8d
kube-system                 replicaset.apps/hubble-relay-5bd475f8d9                                       1         1         1       26d
kube-system                 replicaset.apps/metrics-server-58887ffc68                                     0         0         0       24d
kube-system                 replicaset.apps/metrics-server-85b5665665                                     0         0         0       24d
kube-system                 replicaset.apps/metrics-server-bb5466999                                      1         1         1       8d
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-54f899cdc7                           0         0         0       5h17m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-57fffb684c                           0         0         0       5h47m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-598ccf479c                           0         0         0       5h42m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-5d95df5b6b                           0         0         0       3h49m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-65574bf89b                           0         0         0       5h56m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-656d987bf6                           0         0         0       47m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-6ff5f4ddb7                           0         0         0       5h11m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-7f77d7c6ff                           0         0         0       20m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-8bc99c9f9                            1         1         1       15m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-d89cb7658                            0         0         0       116m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-api-dbdbdb84d                            0         0         0       4h50m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-5ccfd65f9                           1         1         1       15m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-5fdbf9585c                          0         0         0       20m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-66577687f8                          0         0         0       5h11m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-686454fdfd                          0         0         0       5h17m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-695559947b                          0         0         0       47m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-6c4559546                           0         0         0       5h47m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-766b8bb4f6                          0         0         0       5h56m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-767979cddd                          0         0         0       4h50m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-7bfd9c84d5                          0         0         0       3h49m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-dc4844976                           0         0         0       116m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-auth-ddd4c9d48                           0         0         0       5h42m
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-kong-5cdfd5ff64                          1         1         1       8d
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-kong-f8757b847                           0         0         0       12d
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-metrics-scraper-55d9c65bcd               1         1         1       8d
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-metrics-scraper-7685fd8b77               0         0         0       12d
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-web-5c9f966b98                           0         0         0       12d
kubernetes-dashboard        replicaset.apps/kubernetes-dashboard-web-7d777c9ccc                           1         1         1       8d
kyverno                     replicaset.apps/kyverno-admission-controller-574859b7cb                       1         1         1       34h
kyverno                     replicaset.apps/kyverno-background-controller-c8f6fdb97                       1         1         1       34h
kyverno                     replicaset.apps/kyverno-cleanup-controller-6c8fcb8df6                         1         1         1       34h
kyverno                     replicaset.apps/kyverno-reports-controller-74474cd674                         1         1         1       34h
mealie                      replicaset.apps/mealie-654cbfd65                                              0         0         0       2d9h
media                       replicaset.apps/amule-bf5b9fc7c                                               0         0         0       2d9h
media                       replicaset.apps/booklore-5f9fb84cc4                                           0         0         0       8d
media                       replicaset.apps/booklore-mariadb-5cc7c754f9                                   1         1         1       22d
media                       replicaset.apps/booklore-mariadb-d85c4c46b                                    0         0         0       26d
media                       replicaset.apps/frigate-55947bd67d                                            0         0         0       8d
media                       replicaset.apps/frigate-5646b857d5                                            0         0         0       7d13h
media                       replicaset.apps/frigate-5c8b47d7c                                             0         0         0       33h
media                       replicaset.apps/frigate-79ff4c4bf8                                            0         0         0       12h
media                       replicaset.apps/frigate-fc7bbd74                                              0         0         0       7d20h
media                       replicaset.apps/hydrus-client-56c5d79565                                      0         0         0       5d19h
media                       replicaset.apps/hydrus-client-6bbc74d84d                                      0         0         0       7d20h
media                       replicaset.apps/hydrus-client-7b8945cbc                                       0         0         0       8d
media                       replicaset.apps/jellyfin-6bb46c44b4                                           0         0         0       32h
media                       replicaset.apps/jellyfin-6cbf57fc8d                                           0         0         0       8d
media                       replicaset.apps/jellyfin-c87885489                                            0         0         0       3d14h
media                       replicaset.apps/jellyseerr-6ff987988b                                         0         0         0       8d
media                       replicaset.apps/lazylibrarian-79fc67577f                                      0         0         0       22d
media                       replicaset.apps/lazylibrarian-869c457df9                                      0         0         0       26d
media                       replicaset.apps/lazylibrarian-89bf48f9d                                       0         0         0       8d
media                       replicaset.apps/lazylibrarian-9cfc48fdb                                       0         0         0       18d
media                       replicaset.apps/lidarr-58796944cf                                             0         0         0       46h
media                       replicaset.apps/lidarr-5887649cc9                                             0         0         0       25d
media                       replicaset.apps/lidarr-67b6dbbbb8                                             0         0         0       22d
media                       replicaset.apps/lidarr-6bfd584c4f                                             0         0         0       25d
media                       replicaset.apps/lidarr-754d8c4cff                                             0         0         0       25d
media                       replicaset.apps/lidarr-78fdcb98d8                                             0         0         0       25d
media                       replicaset.apps/lidarr-dd59789b7                                              0         0         0       33h
media                       replicaset.apps/music-assistant-54cfdcb56d                                    0         0         0       8d
media                       replicaset.apps/music-assistant-99cd6c678                                     0         0         0       117m
media                       replicaset.apps/music-assistant-d949d4849                                     0         0         0       8d
media                       replicaset.apps/mylar-5c9f7ddb8b                                              0         0         0       33h
media                       replicaset.apps/mylar-666bf7b754                                              0         0         0       2d9h
media                       replicaset.apps/prowlarr-56596b7c6c                                           0         0         0       33h
media                       replicaset.apps/prowlarr-bb6df6b79                                            0         0         0       2d9h
media                       replicaset.apps/qbittorrent-7b9945dcb4                                        0         0         0       2d9h
media                       replicaset.apps/radarr-58b5557cbb                                             0         0         0       2d9h
media                       replicaset.apps/radarr-7596c5d766                                             0         0         0       33h
media                       replicaset.apps/radarr-895b96694                                              0         0         0       8h
media                       replicaset.apps/sabnzbd-5d7958d5f8                                            0         0         0       33h
media                       replicaset.apps/sabnzbd-64685c7b98                                            0         0         0       2d9h
media                       replicaset.apps/sonarr-596586db64                                             0         0         0       2d9h
media                       replicaset.apps/whisparr-5b6ff48c56                                           0         0         0       33h
media                       replicaset.apps/whisparr-84cccbbb5b                                           0         0         0       2d9h
monitoring                  replicaset.apps/goldilocks-controller-b97cf9db6                               1         1         1       2d9h
monitoring                  replicaset.apps/goldilocks-dashboard-8968f4cfb                                2         2         2       2d9h
monitoring                  replicaset.apps/grafana-67cdc9dbb8                                            0         0         0       2d9h
monitoring                  replicaset.apps/grafana-d7bd7846f                                             1         1         1       10h
monitoring                  replicaset.apps/hubble-ui-77bb4cdffd                                          1         1         1       8d
monitoring                  replicaset.apps/prometheus-kube-state-metrics-6bb5db84f6                      0         0         0       8d
monitoring                  replicaset.apps/prometheus-kube-state-metrics-6f6f8d48b7                      1         1         1       12h
monitoring                  replicaset.apps/prometheus-server-65854bc644                                  0         0         0       8d
monitoring                  replicaset.apps/prometheus-server-65bfcbcddd                                  1         1         1       12h
networking                  replicaset.apps/adguard-home-65c69b6554                                       0         0         0       7d14h
networking                  replicaset.apps/adguard-home-6bbd47485d                                       0         0         0       33h
networking                  replicaset.apps/adguard-home-84988977f9                                       0         0         0       8d
networking                  replicaset.apps/adguard-home-c9b5d546f                                        0         0         0       7d20h
networking                  replicaset.apps/external-dns-unifi-55df497f4b                                 1         1         1       19h
networking                  replicaset.apps/external-dns-unifi-6fb5745878                                 0         0         0       9d
networking                  replicaset.apps/external-dns-unifi-7fbb897dc9                                 0         0         0       5d8h
networking                  replicaset.apps/netbird-dashboard-5ff478568d                                  1         1         1       20h
networking                  replicaset.apps/netbird-dashboard-646996879d                                  0         0         0       34h
networking                  replicaset.apps/netbird-dashboard-6d457786b7                                  0         0         0       28h
networking                  replicaset.apps/netbird-dashboard-8554584786                                  0         0         0       34h
networking                  replicaset.apps/netbird-management-679c5bf8dd                                 0         0         0       33h
networking                  replicaset.apps/netbird-management-6c8df44664                                 0         0         0       33h
networking                  replicaset.apps/netbird-management-6db5995f7b                                 1         1         1       28h
networking                  replicaset.apps/netbird-management-7cb5797b4f                                 0         0         0       33h
networking                  replicaset.apps/netbird-relay-5bcb56b77f                                      0         0         0       33h
networking                  replicaset.apps/netbird-relay-6779fb55bc                                      1         1         1       28h
networking                  replicaset.apps/netbird-relay-76f7cc79f                                       0         0         0       33h
networking                  replicaset.apps/netbird-relay-7b9c76669d                                      0         0         0       33h
networking                  replicaset.apps/netbird-signal-56c44cd79d                                     1         1         1       28h
networking                  replicaset.apps/netbird-signal-57bc7fb8bb                                     0         0         0       35h
networking                  replicaset.apps/netbird-signal-58c498d6f                                      0         0         0       3d17h
networking                  replicaset.apps/netvisor-server-7b4ddb9dc7                                    0         0         0       2d9h
policy-reporter             replicaset.apps/policy-reporter-668b749675                                    1         1         1       9h
policy-reporter             replicaset.apps/policy-reporter-84666bb75d                                    0         0         0       34h
policy-reporter             replicaset.apps/policy-reporter-kyverno-plugin-64d84d6c87                     1         1         1       34h
policy-reporter             replicaset.apps/policy-reporter-kyverno-plugin-6748cdc459                     0         0         0       34h
policy-reporter             replicaset.apps/policy-reporter-ui-67bfccfd87                                 1         1         1       34h
services                    replicaset.apps/gluetun-74857c6ccd                                            0         0         0       6h36m
services                    replicaset.apps/vaultwarden-656dc9fb96                                        0         0         0       114m
services                    replicaset.apps/vaultwarden-77f799d69b                                        0         0         0       6h35m
test                        replicaset.apps/farmos-5ff7578cb4                                             1         1         1       12d
test                        replicaset.apps/farmos-96f4b68dd                                              0         0         0       17d
tools                       replicaset.apps/changedetection-56c6544cdc                                    0         0         0       4d14h
tools                       replicaset.apps/changedetection-6b86d68456                                    0         0         0       6d2h
tools                       replicaset.apps/changedetection-6bff78ff4d                                    0         0         0       8d
tools                       replicaset.apps/changedetection-6cc6966f6d                                    0         0         0       26h
tools                       replicaset.apps/changedetection-6dcdf77478                                    0         0         0       4d20h
tools                       replicaset.apps/changedetection-85d67c5665                                    0         0         0       5d20h
tools                       replicaset.apps/headlamp-69b498876b                                           1         1         1       8d
tools                       replicaset.apps/homepage-664d845c69                                           0         0         0       8d
tools                       replicaset.apps/homepage-9f8bd8cb6                                            0         0         0       31h
tools                       replicaset.apps/it-tools-5f5fcbf6f                                            1         1         1       8d
tools                       replicaset.apps/linkwarden-55f9c7d68                                          0         0         0       2d9h
tools                       replicaset.apps/netbox-5bc7f5cb57                                             0         0         0       8d
tools                       replicaset.apps/nocodb-5f6c6bbbf6                                             0         0         0       2d9h
tools                       replicaset.apps/reloader-reloader-5cdb6cf77c                                  1         1         1       21h
tools                       replicaset.apps/reloader-reloader-6b66c6cb54                                  0         0         0       8d
tools                       replicaset.apps/stirling-pdf-stirling-pdf-chart-6f9cd646cb                    1         1         1       8d
traefik                     replicaset.apps/traefik-555fd9bdb8                                            0         0         0       19d
traefik                     replicaset.apps/traefik-66c4dbcbcb                                            0         0         0       20d
traefik                     replicaset.apps/traefik-67658bc76                                             0         0         0       25d
traefik                     replicaset.apps/traefik-74849ffd98                                            1         1         1       10d
traefik                     replicaset.apps/traefik-b8dd4cc4                                              0         0         0       24d
vpa                         replicaset.apps/vpa-vertical-pod-autoscaler-admission-controller-679d69b569   0         0         0       19d
vpa                         replicaset.apps/vpa-vertical-pod-autoscaler-admission-controller-7799b968bc   1         1         1       19d
vpa                         replicaset.apps/vpa-vertical-pod-autoscaler-recommender-5c98ff9d8f            0         0         0       19d
vpa                         replicaset.apps/vpa-vertical-pod-autoscaler-recommender-7d79db695b            1         1         1       19d
vpa                         replicaset.apps/vpa-vertical-pod-autoscaler-updater-68bc94c8c5                1         1         1       19d
whoami                      replicaset.apps/whoami-54dd45667d                                             0         0         0       15h
whoami                      replicaset.apps/whoami-6d988b7d94                                             1         1         1       117m
whoami                      replicaset.apps/whoami-fdfff7645                                              0         0         0       2d9h

NAMESPACE      NAME                                             READY   AGE
argocd         statefulset.apps/argocd-application-controller   1/1     26d
databases      statefulset.apps/mariadb-shared                  1/1     7d14h
monitoring     statefulset.apps/loki                            1/1     2d9h
monitoring     statefulset.apps/prometheus-alertmanager         1/1     8d
mosquitto      statefulset.apps/mosquitto                       0/0     2d9h
services       statefulset.apps/docspell-joex                   0/1     7h5m
services       statefulset.apps/docspell-restserver             0/1     7h5m
synology-csi   statefulset.apps/synology-csi-controller         1/1     26d

NAMESPACE     NAME                        SCHEDULE      TIMEZONE   SUSPEND   ACTIVE   LAST SCHEDULE   AGE
kube-system   cronjob.batch/descheduler   0 */4 * * *   <none>     False     0        128m            19d
tools         cronjob.batch/renovate      0 */6 * * *   <none>     False     0        128m            8d

NAMESPACE     NAME                             STATUS     COMPLETIONS   DURATION   AGE
kube-system   job.batch/descheduler-29481360   Complete   1/1           29s        10h
kube-system   job.batch/descheduler-29481600   Complete   1/1           25s        6h8m
kube-system   job.batch/descheduler-29481840   Complete   1/1           32s        128m
tools         job.batch/renovate-29481120      Complete   1/1           5m37s      14h
tools         job.batch/renovate-29481480      Complete   1/1           2m16s      8h
tools         job.batch/renovate-29481840      Complete   1/1           5m6s       128m
[
  {
    "id": "vixens-klz",
    "title": "consolidation: authentik score boost (70 -\u003e 100)",
    "description": "Consolidate Authentik deployment to reach score 100 (Elite).\n\n## Objectives\n1. Priority: Apply 'vixens-critical' PriorityClass.\n2. Resources: Apply Medium Profile standards.\n3. Data: Ensure backup strategy.\n4. Security: Validate TLS and HTTPS redirect.",
    "notes": "Authentik consolidated to Score 100. PriorityClass vixens-critical applied, resources standardized, config-syncer added, and TLS/Redirect verified.",
    "status": "in_progress",
    "priority": 1,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T20:21:01.786739809+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T20:30:15.476826507+01:00",
    "labels": [
      "consolidation",
      "review",
      "security"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-i7xx",
    "title": "feat: deploy velero for cluster backups",
    "description": "Implement Velero for automated backups of cluster resources and persistent volumes to S3 storage.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "owner": "charchess@gmail.com",
    "created_at": "2026-01-20T08:02:57.1395605+01:00",
    "created_by": "Charchess",
    "updated_at": "2026-01-20T08:02:57.1395605+01:00",
    "labels": [
      "feat"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-wkrp",
    "title": "feat(infra): implement global revisionHistoryLimit patch for all applications",
    "description": "## Description\nImplement a shared Kustomize patch to enforce `revisionHistoryLimit: 3` (or less) across all Deployments and StatefulSets. This will automatically 'sanitize' old ReplicaSets like those seen in Home Assistant.\n\n## Tasks\n- [ ] Create shared patch file in `apps/_shared/patches/resource-cleanup.yaml`\n- [ ] Add the patch to the following resource types:\n    - `Deployment`\n    - `StatefulSet`\n- [ ] Systematically update application overlays (`dev` and `prod`) to include this shared patch\n- [ ] Prioritize implementation for `homeassistant` as a pilot case\n- [ ] Verify in cluster that old ReplicaSets are automatically pruned\n\n## Implementation Note\nThe patch should be applied via `patches` field in `kustomization.yaml` referencing the shared file to maintain a single point of control.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "owner": "charchess@gmail.com",
    "created_at": "2026-01-17T15:22:53.2042504+01:00",
    "created_by": "Charchess",
    "updated_at": "2026-01-17T15:22:53.2042504+01:00",
    "labels": [
      "feat",
      "infra"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-zwpi",
    "title": "research(infra): evaluate kube-janitor for automated resource cleanup",
    "description": "## Description\nEvaluate the relevance and functionality of `kube-janitor` to automate the cleanup of orphan resources (PVCs, temporary namespaces, stale jobs) in the Vixens infrastructure.\n\n## Research Points\n- [ ] Analyze `kube-janitor` capabilities vs. native K8s garbage collection\n- [ ] Test TTL-based cleanup (Time-To-Live) for development resources\n- [ ] Evaluate risk of accidental deletion in Production (safety mechanisms)\n- [ ] Compare with alternative tools (e.g., `k8s-janitor`, custom CronJobs)\n- [ ] Document potential use cases for Vixens (Orphan PVCs, old Jobs)\n\n## Expected Outcome\n- Technical report in `docs/adr/` or `docs/research/`\n- Recommendation: Proceed with deployment or discard in favor of custom logic",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "owner": "charchess@gmail.com",
    "created_at": "2026-01-17T15:17:01.342078+01:00",
    "created_by": "Charchess",
    "updated_at": "2026-01-17T15:17:01.342078+01:00",
    "labels": [
      "infra",
      "research"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-7do1",
    "title": "docs: update documentation refs from terraform to terravixens",
    "description": "Update remaining documentation references that still point to terraform/ paths.\n\nFiles to update (from earlier grep):\n- docs/troubleshooting/post-mortems/2026-01-05-cluster-reset.md\n- docs/procedures/adding-new-talos-node.md\n- docs/applications/70-tools/renovate.md\n- docs/guides/adding-new-application.md\n- docs/guides/gitops-workflow.md\n- docs/reference/sync-waves-implementation-plan.md\n- docs/adr/005-cilium-l2-announcements.md\n- docs/adr/006-terraform-3-level-architecture-REVISED.md\n\nUpdate paths to:\n- /root/terravixens/terraform/... for infrastructure references\n- /root/vixens/.secrets/{dev,prod}/ for kubeconfig/talosconfig references",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "created_at": "2026-01-12T14:31:20.6424094+01:00",
    "created_by": "root",
    "updated_at": "2026-01-12T14:31:20.6424094+01:00",
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-fqtu",
    "title": "docs(storage): define PVC strategy and backup requirements",
    "description": "Analyser et documenter les besoins en stockage persistant par application. Définir quand utiliser PVC jetables vs persistants, stratégie rsync/litestream. Tester en dev pour valider les minimums requis.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "created_at": "2026-01-11T14:12:51.9243409+01:00",
    "created_by": "root",
    "updated_at": "2026-01-11T14:12:51.9243409+01:00",
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-n42f",
    "title": "docs(infra): create inventory of application versions",
    "description": "Créer un inventaire complet des versions des applications déployées dans tous les environnements. Format à définir (script, documentation, dashboard).",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "created_at": "2026-01-11T14:12:51.6592315+01:00",
    "created_by": "root",
    "updated_at": "2026-01-11T14:12:51.6592315+01:00",
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-yx42",
    "title": "analysis(litestream): review métriques prod et valider profils backup",
    "description": "Review métriques Litestream après 1 semaine de collecte pour valider/ajuster profils.\n\n⏰ DÉLAI: À faire après 2026-01-17 (1 semaine de metrics)\n\nPrérequis:\n- ✅ Métriques Prometheus activées (vixens-wfxk)\n- ✅ Apps en production avec monitoring actif\n\nAnalyse à effectuer:\n\n1. **Métriques Prometheus** (si Prometheus déployé):\n   - WAL generation rate (litestream_wal_count delta/jour)\n   - Snapshot frequency vs DB activity\n   - Storage growth rate\n   - Restore time estimations\n\n2. **Analyse MinIO** (script recommandé):\n   - Exécuter: `python3 scripts/analyze-litestream-metrics.py`\n   - Script créé dans: scripts/analyze-litestream-metrics.py\n   - Fournit: WAL/day, snapshot sizes, retention analysis\n   - Recommandations profils automatiques\n\n3. **Validation profils ADR-014**:\n   - Critical (1h snapshots) : Hydrus client.db, Frigate ?\n   - Standard (6h snapshots) : Sonarr, Radarr, Vaultwarden ?\n   - Relaxed (24h snapshots) : Authentik, Adguard-home ?\n   - Ephemeral (skip) : Hydrus caches.db\n\nRésultat attendu:\n- Confirmation ou ajustement des profils (snapshot intervals, retention)\n- Identification apps mal classées\n- Optimisations storage/performance\n\nNote: Script MinIO analysis déjà créé, permet quick review sans attendre Prometheus.\n\nDépendances:\n- Bloquée par: vixens-wfxk (activation metrics)\n- Bloque: Migration apps vers nouveaux profils",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-10T14:40:38.2016683+01:00",
    "created_by": "root",
    "updated_at": "2026-01-10T14:40:38.2016683+01:00",
    "labels": [
      "analysis",
      "litestream",
      "metrics",
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-s5ch",
    "title": "task(minio): configure lifecycle policy for litestream bucket",
    "description": "Configure MinIO lifecycle policy sur bucket vixens-litestream pour safety net.\n\nStratégie Hybrid (Option C):\n- Litestream gère le nettoyage normal (7j selon profil)\n- MinIO policy = safety net pour éviter explosion storage\n\nPolicy proposée:\n- Expiration: 30 jours (safety net au-delà des 7j Litestream)\n- Scope: Tout le bucket vixens-litestream\n- Protection contre: bug Litestream, pod crashé longtemps, config retention oubliée\n\nCommandes MinIO Client (mc):\n1. mc ilm list minio/vixens-litestream (vérifier existant)\n2. mc ilm add minio/vixens-litestream --expiry-days 30\n3. mc ilm ls minio/vixens-litestream (confirmer)\n\nMinIO endpoint: http://192.168.111.69:9001\nBucket: vixens-litestream\n\nNote: À faire APRÈS migration des apps vers nouveaux profils (ADR-014)",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-10T14:36:52.9491406+01:00",
    "created_by": "root",
    "updated_at": "2026-01-10T14:36:52.9491406+01:00",
    "labels": [
      "backup",
      "infrastructure",
      "litestream",
      "minio"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-6my",
    "title": "audit(security): post-incident security review and cleanup",
    "description": "Conduct a security review following the GitOps repair incident.\n\nChecklist:\n- Verify no temporary RBAC permissions were left active.\n- Audit Ingress configurations for unintentional public exposure (especially ensuring middleware-redirect-https is active everywhere).\n- Verify Infisical secret injection is strictly scoped.\n- Rotation of sensitive credentials if they were exposed in logs (though unlikely, good practice).",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-08T00:59:31.215307932+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:59:31.215307932+01:00",
    "labels": [
      "audit",
      "security"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-19b",
    "title": "feat(renovate): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:41:45.789867403+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:41:45.789867403+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-tly",
    "title": "feat(descheduler): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:41:40.474055789+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:41:40.474055789+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-lpl",
    "title": "feat(vpa): restore QoS and goldify to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:41:35.181422014+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:41:35.181422014+01:00",
    "labels": [
      "fix",
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-7mf",
    "title": "feat(headlamp): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
